id,term,grade,emp_title,emp_length_years,purpose,loan_status,loan_type
819983, 60 months,E,safe security,0,other,Current,Good Loans
820366, 36 months,B,stone & webster const.,2,debt_consolidation,Fully Paid,Good Loans
772417, 60 months,E,uthsc,4,debt_consolidation,Charged Off,Bad Loans
821369, 36 months,B,state of louisiana,10,debt_consolidation,Fully Paid,Good Loans
821358, 60 months,B,ford motor company,10,car,Fully Paid,Good Loans
821334, 60 months,D,hrs clothing,6,debt_consolidation,Charged Off,Bad Loans
818396, 60 months,C,vaughn & melton,7,debt_consolidation,Fully Paid,Good Loans
821321, 36 months,C,kayne anderson,4,moving,Fully Paid,Good Loans
821256, 60 months,D,tmp worldwide,4,debt_consolidation,Current,Good Loans
820768, 36 months,B,sharp automotive,2,car,Fully Paid,Good Loans
821079, 36 months,A,geosyntec consultants,3,credit_card,Fully Paid,Good Loans
794820, 36 months,A,noble americas corporation,2,small_business,Fully Paid,Good Loans
821098, 36 months,B,assurant,10,credit_card,Fully Paid,Good Loans
821094, 60 months,C,kehe distributors,2,medical,Fully Paid,Good Loans
821051, 60 months,B,daphneys law firm,8,other,Current,Good Loans
820459, 36 months,D,newsday,10,other,Fully Paid,Good Loans
820648, 36 months,A,ysleta isd,10,debt_consolidation,Charged Off,Bad Loans
820791, 60 months,B,employer not mentioned,-1,credit_card,Fully Paid,Good Loans
821026, 60 months,B,jp morgan chase,6,other,Current,Good Loans
808816, 60 months,E,lujack's auto plaza,6,wedding,Fully Paid,Good Loans
821024, 36 months,A,noho modern inc dba thomas hayes gallery,3,debt_consolidation,Fully Paid,Good Loans
821011, 36 months,B,heritage healthcare of macon,0,debt_consolidation,Fully Paid,Good Loans
820989, 36 months,A,luther burbank savings,4,credit_card,Fully Paid,Good Loans
820986, 36 months,C,westerville city schools,10,debt_consolidation,Fully Paid,Good Loans
820981, 36 months,A,keller isd,1,car,Fully Paid,Good Loans
820959, 36 months,B,board of ed,3,debt_consolidation,Charged Off,Bad Loans
820930, 60 months,D,us bank,2,debt_consolidation,Charged Off,Bad Loans
820958, 36 months,B,bellavance beverage,10,debt_consolidation,Fully Paid,Good Loans
820963, 36 months,B,employer not mentioned,-1,moving,Charged Off,Bad Loans
820918, 36 months,C,deloitte,1,debt_consolidation,Fully Paid,Good Loans
820914, 36 months,B,employer not mentioned,4,small_business,Fully Paid,Good Loans
778658, 36 months,A,purchasing power,1,debt_consolidation,Fully Paid,Good Loans
820815, 36 months,B,city of dallas,5,debt_consolidation,Fully Paid,Good Loans
820894, 36 months,E,us coast guard,8,credit_card,Fully Paid,Good Loans
820887, 36 months,A,mccreary modern,6,home_improvement,Fully Paid,Good Loans
820865, 36 months,A,american conservatory theater,4,credit_card,Fully Paid,Good Loans
820098, 36 months,A,williams,3,medical,Fully Paid,Good Loans
820392, 36 months,A,harvard university aa&d,4,debt_consolidation,Fully Paid,Good Loans
798550, 60 months,D,bank of america,1,debt_consolidation,Current,Good Loans
820748, 36 months,B,legal aid society of new york city,4,debt_consolidation,Fully Paid,Good Loans
820615, 60 months,C,westchester county,7,debt_consolidation,Current,Good Loans
820667, 36 months,A,mercer,4,home_improvement,Fully Paid,Good Loans
820356, 60 months,D,boeing,10,house,Fully Paid,Good Loans
819394, 36 months,C,emich volkswagen,5,debt_consolidation,Fully Paid,Good Loans
820679, 36 months,B,hewlett-packard company,2,debt_consolidation,Fully Paid,Good Loans
820664, 36 months,D,madeira city schools,10,debt_consolidation,Fully Paid,Good Loans
820561, 36 months,B,nahu,10,vacation,Fully Paid,Good Loans
820653, 36 months,A,federal reserve bank of boston,3,debt_consolidation,Charged Off,Bad Loans
815985, 60 months,F,davis school district,10,debt_consolidation,Current,Good Loans
819701, 36 months,C,employer not mentioned,-1,debt_consolidation,Fully Paid,Good Loans
818412, 36 months,A,institute of technology,1,medical,Fully Paid,Good Loans
818975, 36 months,A,state of missouri,6,car,Fully Paid,Good Loans
820552, 36 months,A,employer not mentioned,10,home_improvement,Fully Paid,Good Loans
820482, 36 months,B,safeway,4,debt_consolidation,Fully Paid,Good Loans
820530, 36 months,D,empire pacific windows,10,other,Charged Off,Bad Loans
820510, 36 months,B,ups,10,major_purchase,Fully Paid,Good Loans
820501, 36 months,A,broward county sheriff's office,6,debt_consolidation,Fully Paid,Good Loans
819512, 36 months,A,employer not mentioned,3,debt_consolidation,Fully Paid,Good Loans
820491, 60 months,C,hanhol service company,10,debt_consolidation,Charged Off,Bad Loans
801342, 60 months,C,quest software public sector inc,10,debt_consolidation,Current,Good Loans
813159, 60 months,F,adecco,10,debt_consolidation,Current,Good Loans
820480, 36 months,B,port authority of ny & nj,10,debt_consolidation,Charged Off,Bad Loans
820473, 36 months,B,university of akron,4,debt_consolidation,Fully Paid,Good Loans
814473, 36 months,A,social security adm,10,debt_consolidation,Fully Paid,Good Loans
820385, 36 months,A,urgent care,10,other,Fully Paid,Good Loans
820425, 36 months,D,boys & girls homes of nc,3,debt_consolidation,Charged Off,Bad Loans
820380, 36 months,C,"izea holdings, inc",2,debt_consolidation,Fully Paid,Good Loans
820386, 60 months,C,hospital of joing diseases,10,debt_consolidation,Charged Off,Bad Loans
817783, 60 months,F,dhl exel logistics,5,debt_consolidation,Fully Paid,Good Loans
820278, 36 months,A,"life and wealth planning, llc",7,vacation,Fully Paid,Good Loans
816335, 36 months,A,weatherford international,10,other,Fully Paid,Good Loans
820377, 36 months,B,employer not mentioned,3,vacation,Fully Paid,Good Loans
814086, 36 months,A,the nature conservancy,10,debt_consolidation,Fully Paid,Good Loans
820345, 36 months,C,shamrock foods company,10,other,Fully Paid,Good Loans
820279, 36 months,A,hill haven nursing home,10,home_improvement,Fully Paid,Good Loans
793817, 60 months,E,southwestern state hospital,10,debt_consolidation,Fully Paid,Good Loans
820300, 60 months,E,display graphics llc,10,debt_consolidation,Fully Paid,Good Loans
788425, 60 months,C,employer not mentioned,-1,debt_consolidation,Charged Off,Bad Loans
820266, 36 months,A,johns hopkins bayview medical center,0,credit_card,Fully Paid,Good Loans
816383, 60 months,E,firstcomp insurance,5,debt_consolidation,Fully Paid,Good Loans
820212, 36 months,D,scottrade,9,wedding,Fully Paid,Good Loans
820174, 36 months,A,united healthcare,5,home_improvement,Fully Paid,Good Loans
819711, 60 months,E,catapult learning,2,debt_consolidation,Fully Paid,Good Loans
816748, 36 months,C,sallie mae student loans,9,debt_consolidation,Fully Paid,Good Loans
820161, 36 months,A,keane inc,10,debt_consolidation,Fully Paid,Good Loans
820083, 36 months,C,lynch ambulance,2,credit_card,Fully Paid,Good Loans
816500, 36 months,B,datawin systems inc,0,debt_consolidation,Fully Paid,Good Loans
820115, 36 months,B,quality security solutions,6,credit_card,Charged Off,Bad Loans
820067, 36 months,D,the joule under richfield mangement,3,debt_consolidation,Charged Off,Bad Loans
820039, 36 months,D,cvs,10,credit_card,Charged Off,Bad Loans
820025, 36 months,D,yakima school district,3,credit_card,Fully Paid,Good Loans
801074, 36 months,A,oklahoma city fire department,9,home_improvement,Fully Paid,Good Loans
818604, 36 months,A,saic,2,other,Fully Paid,Good Loans
819931, 36 months,B,niles police department,10,debt_consolidation,Fully Paid,Good Loans
819865, 36 months,B,unitus ccu,4,credit_card,Fully Paid,Good Loans
819856, 36 months,D,loreal usa,10,other,Fully Paid,Good Loans
819821, 60 months,B,rockford health system,10,other,Current,Good Loans
819783, 60 months,B,employer not mentioned,-1,home_improvement,Fully Paid,Good Loans
819767, 36 months,A,county of san bernardino,10,debt_consolidation,Fully Paid,Good Loans
819751, 36 months,B,state of illinois,4,credit_card,Fully Paid,Good Loans
819741, 36 months,D,nyc department of education,7,debt_consolidation,Charged Off,Bad Loans
819721, 60 months,D,"marschel wrecking, inc.",6,debt_consolidation,Current,Good Loans
792965, 60 months,E,barnum financial group,1,debt_consolidation,Fully Paid,Good Loans
819726, 36 months,C,pwc,1,credit_card,Fully Paid,Good Loans
819717, 36 months,A,university of colorado,10,debt_consolidation,Fully Paid,Good Loans
819119, 36 months,B,sarasota memorial healthcare system,4,debt_consolidation,Fully Paid,Good Loans
819689, 36 months,B,zebra imaging,6,major_purchase,Fully Paid,Good Loans
819657, 36 months,A,"d. e. shaw & co., l.p.",10,credit_card,Fully Paid,Good Loans
819530, 60 months,C,brooklyn museum,9,debt_consolidation,Fully Paid,Good Loans
819621, 36 months,A,market news international,10,other,Fully Paid,Good Loans
819582, 60 months,G,anderson hay and grain,3,other,Fully Paid,Good Loans
819552, 60 months,E,oregon army national guard,7,small_business,Fully Paid,Good Loans
819546, 60 months,C,nci information systems inc.,0,debt_consolidation,Fully Paid,Good Loans
819500, 36 months,A,sierra termite control,10,debt_consolidation,Fully Paid,Good Loans
819515, 60 months,F,u.s. army,10,debt_consolidation,Fully Paid,Good Loans
819494, 36 months,A,valero energy corp.,8,car,Fully Paid,Good Loans
819430, 60 months,E,haworth,0,debt_consolidation,Current,Good Loans
819422, 36 months,E,cordys,3,other,Charged Off,Bad Loans
819404, 60 months,F,department of veterans affairs,6,small_business,Charged Off,Bad Loans
819389, 36 months,C,employer not mentioned,2,car,Fully Paid,Good Loans
819381, 36 months,E,u.s navy,3,debt_consolidation,Fully Paid,Good Loans
819322, 36 months,A,bank of america,7,credit_card,Charged Off,Bad Loans
819229, 36 months,A,emc corporation,10,home_improvement,Fully Paid,Good Loans
802655, 36 months,C,indpendent electric supply,2,debt_consolidation,Fully Paid,Good Loans
819238, 36 months,A,carnival cruise lines,3,wedding,Fully Paid,Good Loans
819193, 36 months,B,telcordia technologies,10,other,Fully Paid,Good Loans
815482, 60 months,E,apollo retail specialists,1,small_business,Charged Off,Bad Loans
801714, 36 months,B,people united for christ,1,debt_consolidation,Fully Paid,Good Loans
819131, 36 months,B,united parcel service (ups),10,debt_consolidation,Fully Paid,Good Loans
819127, 36 months,A,bank of north carolina,3,debt_consolidation,Fully Paid,Good Loans
819104, 36 months,B,placentia yorba linda usd,6,credit_card,Fully Paid,Good Loans
819023, 36 months,A,the home depot,2,other,Fully Paid,Good Loans
819005, 36 months,D,kmart,2,other,Charged Off,Bad Loans
818968, 36 months,A,"carlson, calladine & peterson llp",1,credit_card,Fully Paid,Good Loans
818960, 36 months,C,carle foundation hospital,3,debt_consolidation,Fully Paid,Good Loans
818925, 36 months,B,united states postal service,10,debt_consolidation,Charged Off,Bad Loans
818869, 36 months,B,brightstarr,0,moving,Fully Paid,Good Loans
818831, 36 months,B,employer not mentioned,0,debt_consolidation,Fully Paid,Good Loans
818783, 36 months,B,comcast,10,credit_card,Fully Paid,Good Loans
818712, 60 months,D,midmark corp.,3,debt_consolidation,Fully Paid,Good Loans
817911, 60 months,C,u.s.postal service,10,moving,Current,Good Loans
717813, 36 months,B,american airlines,10,debt_consolidation,Fully Paid,Good Loans
818713, 36 months,A,employer not mentioned,-1,major_purchase,Fully Paid,Good Loans
818594, 36 months,B,employer not mentioned,4,small_business,Fully Paid,Good Loans
817401, 36 months,B,enterprise rent a car,3,other,Fully Paid,Good Loans
818698, 36 months,A,dive n dog,3,car,Fully Paid,Good Loans
818631, 36 months,C,healthy aging association,1,debt_consolidation,Fully Paid,Good Loans
818586, 36 months,C,walmart,5,home_improvement,Fully Paid,Good Loans
818564, 36 months,B,gmr marketing,3,debt_consolidation,Fully Paid,Good Loans
818556, 36 months,D,santos remodeling services,6,debt_consolidation,Charged Off,Bad Loans
818550, 36 months,E,new york state,3,debt_consolidation,Fully Paid,Good Loans
818487, 36 months,B,dans fan city,10,home_improvement,Fully Paid,Good Loans
818407, 36 months,A,animal kind veterinary hospital,6,wedding,Fully Paid,Good Loans
818392, 36 months,B,lady luck casino,2,small_business,Fully Paid,Good Loans
818395, 36 months,B,dover high peformance plastics,10,other,Fully Paid,Good Loans
815288, 60 months,B,state of california,4,home_improvement,Current,Good Loans
818399, 36 months,D,autozone,3,car,Fully Paid,Good Loans
818376, 36 months,B,procter and gamble,9,credit_card,Fully Paid,Good Loans
682952, 60 months,F,allen edmonds,4,wedding,Current,Good Loans
814316, 36 months,B,state of california dept of pesticide,0,other,Fully Paid,Good Loans
818350, 36 months,B,coachella valley unified school district,5,car,Fully Paid,Good Loans
815368, 36 months,B,patio drugstore,2,wedding,Fully Paid,Good Loans
818331, 60 months,D,oak lawn park district,10,credit_card,Fully Paid,Good Loans
818300, 36 months,D,skinner transportation,4,major_purchase,Fully Paid,Good Loans
818299, 36 months,A,skymastertrading,7,home_improvement,Fully Paid,Good Loans
818265, 36 months,A,west asset management,0,major_purchase,Fully Paid,Good Loans
814188, 36 months,B,washington university school of medicine,1,debt_consolidation,Charged Off,Bad Loans
818267, 60 months,B,employer not mentioned,-1,debt_consolidation,Fully Paid,Good Loans
816334, 36 months,B,jacobs technology,2,major_purchase,Fully Paid,Good Loans
818199, 36 months,C,livingston parish school board,10,medical,Fully Paid,Good Loans
818180, 36 months,B,farrish of fairfax,10,other,Fully Paid,Good Loans
818175, 36 months,D,deutsche bank,3,other,Fully Paid,Good Loans
818153, 36 months,A,aronson llc,1,wedding,Fully Paid,Good Loans
817723, 36 months,A,microbiology international,7,car,Fully Paid,Good Loans
818015, 36 months,B,youth continuum,0,other,Fully Paid,Good Loans
818003, 36 months,B,genentech inc,6,debt_consolidation,Fully Paid,Good Loans
817980, 36 months,B,maurice roth ent,3,debt_consolidation,Fully Paid,Good Loans
817770, 60 months,B,delaware veterans home,4,major_purchase,Fully Paid,Good Loans
816779, 36 months,E,merchants bonding company,2,debt_consolidation,Fully Paid,Good Loans
817951, 60 months,E,sound water treatment,7,small_business,Fully Paid,Good Loans
815210, 36 months,B,flint hills resources,1,home_improvement,Fully Paid,Good Loans
817953, 60 months,D,citi,10,debt_consolidation,Charged Off,Bad Loans
817942, 60 months,B,city of freeport illinois,10,home_improvement,Current,Good Loans
817929, 36 months,A,general atlantic,0,other,Fully Paid,Good Loans
810151, 36 months,B,wells fargo,1,credit_card,Fully Paid,Good Loans
817884, 36 months,B,osborn auto parts,10,other,Fully Paid,Good Loans
817877, 36 months,B,colorado department of education,0,debt_consolidation,Fully Paid,Good Loans
816557, 36 months,D,employer not mentioned,2,moving,Fully Paid,Good Loans
817882, 60 months,C,royal processing co,9,small_business,Charged Off,Bad Loans
814681, 36 months,B,john q hammons,4,debt_consolidation,Fully Paid,Good Loans
817854, 60 months,G,point mortgage bancorp,0,debt_consolidation,Fully Paid,Good Loans
817816, 36 months,C,good samaritan hospital,2,house,Fully Paid,Good Loans
817826, 36 months,C,canon business solutions,3,debt_consolidation,Fully Paid,Good Loans
817301, 60 months,C,scott power and equipment,0,home_improvement,Fully Paid,Good Loans
817797, 36 months,D,bank of ny mellion,3,debt_consolidation,Charged Off,Bad Loans
817805, 36 months,B,carnegie mellon university,2,credit_card,Fully Paid,Good Loans
816755, 36 months,B,"fiml natural resources, llc",1,major_purchase,Fully Paid,Good Loans
817789, 36 months,B,texas advanced computing center,1,debt_consolidation,Fully Paid,Good Loans
813815, 36 months,B,financial sources,-1,small_business,Charged Off,Bad Loans
773677, 60 months,E,university of miami,10,debt_consolidation,Fully Paid,Good Loans
817777, 60 months,E,air force,10,debt_consolidation,Fully Paid,Good Loans
817753, 36 months,C,airtron heating and cooling,10,debt_consolidation,Fully Paid,Good Loans
817747, 36 months,A,ag life,4,debt_consolidation,Fully Paid,Good Loans
817184, 60 months,F,portable communications,3,small_business,Current,Good Loans
817727, 36 months,A,belchertown public schools,6,home_improvement,Fully Paid,Good Loans
817698, 36 months,B,delta air lines,10,debt_consolidation,Fully Paid,Good Loans
817686, 36 months,B,vanguard,10,credit_card,Fully Paid,Good Loans
817669, 36 months,A,albany medical college,4,debt_consolidation,Fully Paid,Good Loans
817676, 36 months,B,green mountain electric supply,5,debt_consolidation,Charged Off,Bad Loans
813588, 60 months,D,clicksquared,10,debt_consolidation,Fully Paid,Good Loans
817611, 60 months,D,employer not mentioned,-1,other,Fully Paid,Good Loans
812171, 36 months,C,lamproe constructions,8,home_improvement,Fully Paid,Good Loans
817600, 36 months,D,macy's,6,debt_consolidation,Fully Paid,Good Loans
817581, 36 months,A,genzyme,1,major_purchase,Fully Paid,Good Loans
817580, 60 months,D,vitran express inc,10,debt_consolidation,Charged Off,Bad Loans
816167, 36 months,A,"sendlove, inc.",9,moving,Fully Paid,Good Loans
817371, 36 months,B,los angeles times,3,moving,Fully Paid,Good Loans
809473, 36 months,A,applebees,10,wedding,Fully Paid,Good Loans
812462, 36 months,A,fisher asset management llc,1,car,Fully Paid,Good Loans
817331, 36 months,B,a1 american moving,7,debt_consolidation,Fully Paid,Good Loans
817326, 36 months,C,united states department of state,3,debt_consolidation,Fully Paid,Good Loans
817312, 36 months,D,total health skills,2,debt_consolidation,Fully Paid,Good Loans
817244, 36 months,A,"management research services, inc.",3,credit_card,Fully Paid,Good Loans
799187, 36 months,D,apogee trucking llc,2,vacation,Fully Paid,Good Loans
817202, 60 months,E,michilli inc.,8,debt_consolidation,Fully Paid,Good Loans
817195, 36 months,F,employer not mentioned,-1,home_improvement,Fully Paid,Good Loans
817187, 60 months,B,autonation,10,debt_consolidation,Fully Paid,Good Loans
808830, 36 months,B,federal aviation administration,7,major_purchase,Fully Paid,Good Loans
816547, 36 months,B,physical sciences inc.,0,other,Fully Paid,Good Loans
816937, 60 months,B,"dave and buster's, inc",2,debt_consolidation,Fully Paid,Good Loans
817088, 36 months,C,merrill lynch,7,home_improvement,Fully Paid,Good Loans
817000, 60 months,D,north ga lock and key,1,car,Charged Off,Bad Loans
816983, 36 months,C,telefunken semiconductor america,10,other,Fully Paid,Good Loans
816954, 36 months,B,oracle corporation,3,debt_consolidation,Fully Paid,Good Loans
816934, 36 months,B,the boeing company,10,other,Fully Paid,Good Loans
816447, 36 months,C,protemps,0,other,Fully Paid,Good Loans
815611, 60 months,B,titan roofing inc.,1,car,Fully Paid,Good Loans
816845, 36 months,C,"mission essential personnel, llc",5,debt_consolidation,Fully Paid,Good Loans
816811, 36 months,A,addus healthcare,3,vacation,Fully Paid,Good Loans
816765, 36 months,A,harmony science academy,2,debt_consolidation,Fully Paid,Good Loans
803318, 60 months,C,pericom semiconductor,10,credit_card,Fully Paid,Good Loans
815394, 60 months,B,fisher's market,10,major_purchase,Current,Good Loans
813929, 36 months,A,westchester c c,4,major_purchase,Fully Paid,Good Loans
816698, 36 months,A,henry arnold ford co inc,5,credit_card,Fully Paid,Good Loans
816538, 36 months,C,aw solutions inc,5,debt_consolidation,Fully Paid,Good Loans
816694, 36 months,C,tempe high school,9,debt_consolidation,Fully Paid,Good Loans
816677, 36 months,D,federal bureau of prisons,6,debt_consolidation,Fully Paid,Good Loans
816605, 60 months,D,coastal engineering consultants,2,credit_card,Fully Paid,Good Loans
816541, 60 months,B,goodman networks,6,renewable_energy,Current,Good Loans
810838, 36 months,A,caci inc,2,debt_consolidation,Fully Paid,Good Loans
816388, 36 months,B,joint industry board,6,debt_consolidation,Fully Paid,Good Loans
816600, 60 months,F,village of key biscayne,10,other,Current,Good Loans
816351, 60 months,F,cyberpoint,0,medical,Charged Off,Bad Loans
816529, 36 months,C,verdus,2,medical,Fully Paid,Good Loans
815518, 60 months,B,"ryt way industries, llc",5,credit_card,Fully Paid,Good Loans
816546, 60 months,C,cbs films,2,debt_consolidation,Fully Paid,Good Loans
812777, 36 months,A,employer not mentioned,0,debt_consolidation,Fully Paid,Good Loans
816536, 36 months,B,"internet brands, inc.",9,debt_consolidation,Fully Paid,Good Loans
814328, 36 months,B,national action financial services,2,other,Fully Paid,Good Loans
816407, 36 months,C,thomson reuters,10,credit_card,Fully Paid,Good Loans
812474, 36 months,A,lumension security,1,car,Fully Paid,Good Loans
816448, 36 months,B,"timberline construction, inc.",10,debt_consolidation,Fully Paid,Good Loans
816484, 60 months,C,king college,10,small_business,Fully Paid,Good Loans
815843, 36 months,A,ransom everglades school,10,other,Fully Paid,Good Loans
814740, 60 months,E,l'auberge du lac casino resort,4,credit_card,Fully Paid,Good Loans
816456, 36 months,B,morgan stanley,2,moving,Fully Paid,Good Loans
802048, 36 months,C,pennsylvania crusher corp,10,major_purchase,Fully Paid,Good Loans
816414, 60 months,E,jpm chase,10,debt_consolidation,Charged Off,Bad Loans
816399, 60 months,C,covenant health systems,10,debt_consolidation,Current,Good Loans
816395, 36 months,F,the jones group,2,moving,Charged Off,Bad Loans
815123, 36 months,E,accretive health,2,credit_card,Fully Paid,Good Loans
803924, 36 months,B,safelite auto glass,0,debt_consolidation,Charged Off,Bad Loans
816354, 60 months,D,muckleshoot indian casino,6,debt_consolidation,Charged Off,Bad Loans
759210, 60 months,E,sergis images,5,credit_card,Charged Off,Bad Loans
816321, 36 months,C,pnc wealth management,10,debt_consolidation,Fully Paid,Good Loans
816315, 36 months,A,cummins,5,small_business,Fully Paid,Good Loans
816287, 36 months,C,delmarva teleplus inc.,5,debt_consolidation,Fully Paid,Good Loans
816307, 60 months,B,kaytee products,2,debt_consolidation,Fully Paid,Good Loans
809800, 36 months,A,employer not mentioned,-1,other,Fully Paid,Good Loans
816274, 36 months,B,rock materials,7,home_improvement,Fully Paid,Good Loans
814243, 36 months,C,digitas,1,debt_consolidation,Fully Paid,Good Loans
816247, 36 months,A,creekridge capital,8,home_improvement,Fully Paid,Good Loans
814312, 36 months,C,bennet communications,4,debt_consolidation,Fully Paid,Good Loans
816202, 36 months,B,mater lakes academy,1,debt_consolidation,Fully Paid,Good Loans
816175, 36 months,C,mimis cafe,2,other,Charged Off,Bad Loans
815738, 36 months,A,larkspur hotels and restaurants,1,debt_consolidation,Fully Paid,Good Loans
816103, 36 months,C,frys food and drug,9,moving,Fully Paid,Good Loans
816023, 36 months,B,brinks global services,7,medical,Fully Paid,Good Loans
816096, 36 months,A,jones walker,4,credit_card,Fully Paid,Good Loans
809779, 60 months,C,ill dept of corrections,10,debt_consolidation,Current,Good Loans
811750, 60 months,E,mclb,10,other,Fully Paid,Good Loans
816061, 60 months,C,us army,10,other,Charged Off,Bad Loans
812053, 36 months,A,artsfund,2,car,Fully Paid,Good Loans
816029, 36 months,B,diamond offshore,7,debt_consolidation,Fully Paid,Good Loans
811045, 36 months,A,dwight hole remodeling,10,debt_consolidation,Charged Off,Bad Loans
815264, 36 months,B,jcpenney corporate office,6,debt_consolidation,Fully Paid,Good Loans
815958, 36 months,A,walgreens,6,debt_consolidation,Fully Paid,Good Loans
815910, 60 months,E,new england tire,8,debt_consolidation,Fully Paid,Good Loans
815946, 36 months,D,c.r.laurence,10,debt_consolidation,Fully Paid,Good Loans
815918, 60 months,B,hoist and crane systems inc,2,car,Current,Good Loans
815909, 60 months,E,"summit polymers, inc",8,car,Fully Paid,Good Loans
814714, 60 months,E,corbins electric,7,other,Current,Good Loans
815082, 36 months,A,sherwin williams,1,other,Fully Paid,Good Loans
815833, 36 months,B,michigan first credit union,0,moving,Fully Paid,Good Loans
810622, 60 months,D,toray composites (america) inc,10,debt_consolidation,Fully Paid,Good Loans
815793, 36 months,B,universal,7,wedding,Fully Paid,Good Loans
815207, 36 months,A,raleigh-durham airport authority,10,car,Fully Paid,Good Loans
815007, 36 months,A,blue cross blue shield of illinois,5,house,Fully Paid,Good Loans
814262, 36 months,A,griswold corp.,10,other,Fully Paid,Good Loans
815660, 36 months,B,weehawken department of public works,3,debt_consolidation,Fully Paid,Good Loans
815531, 60 months,E,usaf,9,debt_consolidation,Fully Paid,Good Loans
815590, 36 months,A,intercall,5,debt_consolidation,Fully Paid,Good Loans
815607, 36 months,A,l.d. docsa,4,major_purchase,Fully Paid,Good Loans
797241, 36 months,C,generac,3,credit_card,Charged Off,Bad Loans
815573, 36 months,A,simons real estate,6,medical,Fully Paid,Good Loans
815553, 36 months,B,kate spade,2,debt_consolidation,Fully Paid,Good Loans
815541, 36 months,B,employer not mentioned,-1,debt_consolidation,Fully Paid,Good Loans
807095, 60 months,C,national grid,5,home_improvement,Charged Off,Bad Loans
815522, 36 months,B,battle ground school district,4,debt_consolidation,Fully Paid,Good Loans
815327, 36 months,A,the toledo hospital,7,major_purchase,Fully Paid,Good Loans
815397, 60 months,D,us army,10,debt_consolidation,Fully Paid,Good Loans
813191, 36 months,B,oakland springs healthcare center,0,other,Fully Paid,Good Loans
796725, 36 months,B,"try hours, inc.",9,debt_consolidation,Fully Paid,Good Loans
815479, 36 months,C,the johns hopkins university,2,credit_card,Charged Off,Bad Loans
815431, 60 months,D,retail convergence,3,debt_consolidation,Charged Off,Bad Loans
815446, 36 months,A,roger dean chevrolet,8,wedding,Fully Paid,Good Loans
737834, 60 months,D,uc santa cruz,5,debt_consolidation,Fully Paid,Good Loans
815363, 36 months,B,costco wholesale club,10,wedding,Fully Paid,Good Loans
809785, 36 months,A,hoquiam school district,10,debt_consolidation,Fully Paid,Good Loans
815248, 36 months,B,kohl's department stores,8,debt_consolidation,Fully Paid,Good Loans
815357, 36 months,B,health science associates,10,credit_card,Fully Paid,Good Loans
815350, 36 months,D,j morita usa,5,debt_consolidation,Fully Paid,Good Loans
815104, 60 months,D,chesapeake property cons,3,debt_consolidation,Charged Off,Bad Loans
815326, 60 months,E,"john a. penney co./viscom systems, inc.",10,medical,Fully Paid,Good Loans
813135, 36 months,A,sullivan & cromwell llp,3,debt_consolidation,Fully Paid,Good Loans
815319, 36 months,C,martis camp,10,credit_card,Fully Paid,Good Loans
810011, 36 months,A,consonus healthcare,0,debt_consolidation,Fully Paid,Good Loans
814147, 60 months,E,deluca air conditioning and refrig services,5,other,Fully Paid,Good Loans
808708, 60 months,C,wells fargo,5,house,Fully Paid,Good Loans
798571, 36 months,D,employer not mentioned,-1,other,Fully Paid,Good Loans
815183, 36 months,A,south lake hospital,10,car,Fully Paid,Good Loans
815102, 36 months,A,smith&nephew,1,other,Fully Paid,Good Loans
815174, 36 months,A,a plus inc,3,home_improvement,Fully Paid,Good Loans
815155, 60 months,D,"sage insurance services, inc",3,debt_consolidation,Fully Paid,Good Loans
814911, 36 months,A,u. s. steel corp,6,home_improvement,Fully Paid,Good Loans
815142, 60 months,B,employer not mentioned,-1,other,Current,Good Loans
815170, 36 months,E,bremen school district,0,other,Charged Off,Bad Loans
815157, 36 months,A,flakeboard america,10,major_purchase,Fully Paid,Good Loans
815149, 36 months,A,state of connecticut,10,major_purchase,Fully Paid,Good Loans
815119, 36 months,C,regis corporation,2,credit_card,Fully Paid,Good Loans
812051, 60 months,C,"grygiel farms, inc.",7,debt_consolidation,Current,Good Loans
815115, 36 months,A,department of homeland security-tsa,9,moving,Fully Paid,Good Loans
812527, 36 months,C,piquant software solutions,1,credit_card,Fully Paid,Good Loans
815085, 36 months,B,hot topic,4,moving,Fully Paid,Good Loans
815086, 60 months,E,icon,10,other,Fully Paid,Good Loans
813794, 36 months,B,professional project services,0,debt_consolidation,Fully Paid,Good Loans
815073, 36 months,B,mpower support services & g&a assoc,5,other,Fully Paid,Good Loans
815057, 36 months,C,utah state university,3,debt_consolidation,Fully Paid,Good Loans
804226, 60 months,D,oh army national guard,3,debt_consolidation,Charged Off,Bad Loans
807448, 60 months,C,wow motorcycles,1,home_improvement,Fully Paid,Good Loans
814921, 36 months,A,valley tire co inc,3,wedding,Fully Paid,Good Loans
814946, 36 months,B,employer not mentioned,-1,debt_consolidation,Fully Paid,Good Loans
814939, 36 months,B,employer not mentioned,-1,wedding,Charged Off,Bad Loans
814891, 36 months,D,employer not mentioned,-1,other,Fully Paid,Good Loans
814875, 36 months,A,employer not mentioned,-1,vacation,Fully Paid,Good Loans
801545, 36 months,D,holmes correctional,0,debt_consolidation,Fully Paid,Good Loans
814816, 60 months,E,booz allen hamilton,2,home_improvement,Charged Off,Bad Loans
814800, 36 months,B,willis risk  and  insurance services,4,debt_consolidation,Fully Paid,Good Loans
814785, 36 months,B,aim healthcare,7,debt_consolidation,Fully Paid,Good Loans
